Ready?,name,Train Type,track-types,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,minCars,maxCars,carsPerCarSet,carLength,trainWidth,maxStationLength,carCost,baseTrackCost,baseStationCost,scissorsCrossoverCost,canCrossRoads,maxSpeedLocalStation,Old?,trainOperationalCostPerHour,carOperationalCostPerHour,color,Multipliers,Min Capacity,Max Capacity,Manufacturer,Train Category,Cities,Nation,Cont,Generic?,Cities2,Nation2
TRUE,Citadis 502,Standard LRT,750V LRT (CAT|UN),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, nine section version. Acceleration is a guesstimate.",19.4,1.30,1.20,45,9,9,9,6.08,2.40,60,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#764ACE,5.06|2.25|1.13|0.30|0.70,408,408,Alstom,LRT,"Generic, DUB","Generic, IE","Generic, Western Europe",TRUE,"Generic, Dublin","Generic, Ireland"
TRUE,IST M1,Standard Metro,750V Metro (CAT|MS),"The Istanbul Metro has a variety of nameless rolling stock. This is the light metro stock that entered service in 1988 on the M1, as made by ABB. Acceleration is a guesstimate. Cost is an estimate.",22.2,1.00,1.00,257,4,4,4,23.20,2.65,100,1000000,50000,75000000,15000000,FALSE,13,TRUE,700,70,#E22014,6.75|3.00|1.50|0.30|0.80,1028,1028,ABB,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M2 2008,Standard Metro,750V Metro (TRU|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2008 on the M2, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,238,4,8,4,21.55,3.05,190,2135367,62000,93000000,18750000,FALSE,13,FALSE,500,50,#009943,5.63|2.50|1.25|0.30|0.90,952,1904,Alstom,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M2 2017,Standard Metro,750V Metro (TRU|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2017 on the M2, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,238,4,8,4,21.57,3.05,190,1352050,62000,93000000,18750000,FALSE,13,FALSE,500,50,#00B54E,5.63|2.50|1.25|0.30|0.90,952,1904,Hyundai,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M3,Standard Metro,"1.5kV Metro (CAT|MW), 1.5kV Metro (CAT|AAR)","The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2009 on the M3 and M9, as made by Alstom. Acceleration is a guesstimate.",22.2,1.34,1.34,238,4,8,4,21.55,2.78,190,1363076,50000,75000000,15000000,FALSE,13,FALSE,500,50,#00A8E2,6.75|3.00|1.50|0.30|0.80,952,1904,Hyundai,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M4,Standard Metro,1.5kV Metro (CAT|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2010 on the M4, as made by CAF. Acceleration is a guesstimate.",22.2,1.00,1.10,241,4,8,4,22.43,3.01,190,1371568,50000,75000000,15000000,FALSE,13,FALSE,500,50,#E91977,8.44|3.75|1.88|0.30|0.90,964,1928,Alstom,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M5,Automated Metro,750V Auto Metro (CAT|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the Automated Metro stock that entered service in 2017 on the M5, as made by CAF and Mitsubishi. Acceleration is a guesstimate.",22.2,1.00,1.10,250,6,6,6,21.50,3.02,140,1120409,50000,78750000,15750000,FALSE,13,FALSE,400,40,#672C65,8.44|3.75|1.88|0.30|0.90,1500,1500,"Mitsubishi,CAF",Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M6,Standard Metro,750V Metro (TRU|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 1999 on the M2 that now mainly serves the M6, as made by Alstom. Acceleration is a guesstimate. Cost is an estimate.",22.2,1.34,1.34,234,4,8,4,21.55,3.05,190,1000000,62000,93000000,18750000,FALSE,13,FALSE,500,50,#C9AA78,5.63|2.50|1.25|0.30|0.90,936,1872,Alstom,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M7/M8,Automated Metro,1.5kV Auto Metro (CAT|AAR),"The Istanbul Metro has a variety of nameless rolling stock. This is the Automated Metro stock that entered service in 2020 on the M7 and M8, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,234,4,8,4,22.50,3.10,190,1107227,50000,78750000,15750000,FALSE,13,FALSE,400,40,#F29FC0,8.44|3.75|1.88|0.30|0.90,936,1872,Hyundai,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M11,Standard Metro,1.5kV Metro (CAT|MS),"The Istanbul Metro has a variety of nameless rolling stock. This is the high speed heavy metro stock that entered service in 2023 on the M11, as made by CRRC. Acceleration and vehicle length are a guesstimate.",33.3,1.23,1.34,260,4,4,4,22.04,2.65,100,1260227,50000,75000000,15000000,FALSE,13,FALSE,500,50,#AC5390,6.75|3.00|1.50|0.30|0.80,1040,1040,CRRC,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,IST M12,Automated Metro,1.5kV Auto Metro (CAT|LSS),"The Istanbul Metro has a variety of nameless rolling stock. This is the automated metro stock that will enter service on the M12, as made by Hyundai Rotem. Acceleration and vehicle length are a guesstimate.",22.2,1.34,1.34,260,4,4,4,21.50,2.90,100,1053333,50000,78750000,15750000,FALSE,13,FALSE,400,40,#C9D200,6.75|3.00|1.50|0.30|0.80,1040,1040,Hyundai,Metro,IST,TR,West Asia,FALSE,Istanbul,Turkey
TRUE,TCDD E32000,Standard Commuter,25-GF Main Line (CAT|UIC),The TCDD E32000 is a commuter rail EMU built by Hyundai for Istanbul's Maramay commuter network that entered service in 2012. Acceleration is a guesstimate.,25.0,1.00,1.00,270,5,10,5,22.50,3.10,250,1563779,50000,75000000,15000000,TRUE,15,FALSE,600,60,#392F85,8.44|3.75|1.88|0.30|0.90,1350,2700,Hyundai,Commuter,IST,TR,West Asia,FALSE,Istanbul,Turkey
FALSE,CRRC Tel-Aviv,Standard LRT,1.5kV LRT (CAT|MS),,22.2,,,55,5,10,5,6.96,2.65,75,379621,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#FA0404,6.75|3.00|1.50|0.30|0.80,275,550,CRRC,LRT,T-A,IL,West Asia,FALSE,Tel-Aviv,Israel
TRUE,Urbos 100 (T-A),Standard LRT,1.5kV LRT (CAT|MS),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Tel-Aviv Light Rail's version.,19.4,1.20,1.20,40,5,10,5,7.00,2.65,75,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#BA34B1,6.75|3.00|1.50|0.30|0.80,200,400,CAF,LRT,T-A,IL,West Asia,FALSE,Tel-Aviv,Israel
TRUE,Citadis 304,Standard LRT,750V LRT (CAT|MS),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 4th generation, five section version.",19.4,1.30,1.20,82,3,6,3,9.53,2.65,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#004987,6.75|3.00|1.50|0.30|0.80,246,492,Alstom,LRT,"Generic, IST","Generic, TR","Generic, West Asia",TRUE,"Generic, Istanbul","Generic, Turkey"
FALSE,Rotem LRV 34,Standard LRT,750V LRT (CAT|MS),Acceleration is a guesstimate.,22.2,1.30,1.20,250,1,3,1,26.96,2.65,110,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#CE6635,6.75|3.00|1.50|0.30|0.80,250,750,Hyundai,LRT,Generic,Generic,Generic,FALSE,Generic,Generic
FALSE,TRAM34,Standard LRT,750V LRT (CAT|MS),,22.2,1.20,1.20,250,2,4,1,25.40,2.65,110,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#FF7F40,6.75|3.00|1.50|0.30|0.80,500,1000,Istanbul,LRT,Generic,Generic,Generic,FALSE,Generic,Generic
FALSE,Panorama,Standard LRT,750V LRT (APS|MS),,19.4,1.20,1.20,250,1,1,1,33.00,2.65,40,,80000,120000000,13500000,TRUE,6.7,FALSE,200,20,#7C72B3,4.50|2.00|1.00|0.30|0.80,250,250,DURMAZLAR,LRT,Generic,Generic,Generic,FALSE,Generic,Generic
FALSE,MFAV,Standard Metro,600V Metro (CAT|2.3),Capacity slightly increased due to game processing requirements.,16.7,,,200,1,1,1,30.37,2.35,35,,50000,75000000,15000000,FALSE,13,FALSE,500,50,#FFD800,5.06|2.25|1.13|0.30|0.70,200,200,Ganz,Metro,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,AM5-M2,Standard Metro,825V Metro (TRA|MW),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The AM5-M2 is a heavy metro variant built for the Budapest Metro's M2 that entered service in 2012.,19.4,1.13,1.13,204,5,5,5,20.03,2.78,110,1500340,62500,93750000,18750000,FALSE,13,FALSE,500,50,#E41F18,4.50|2.00|1.00|0.30|0.80,1020,1020,Alstom,Metro,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,AM4-M4,Automated Metro,750V Auto Metro (TRA|MW),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The AM4-M4 is an Automated Metro variant built for the Budapest Metro's M4 that entered service in 2014.,19.4,1.13,1.13,200,4,4,4,20.00,2.78,90,1500340,62500,98437500,19687500,FALSE,13,FALSE,400,40,#48A842,4.50|2.00|1.00|0.30|0.80,800,800,Alstom,Metro,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,BHEV MX,Standard Commuter,1.2kV Main Line (CAT|LSS),The BHEV MX (and MXA) are commuter rail EMUs in service since the 70s in Budapest. They were made by East German manufacturer LEW Hennigsdorf. Cost is a guesstimate.,22.2,0.62,1.30,121,3,6,3,17.81,2.88,181,1000000,50000,75000000,15000000,TRUE,15,TRUE,840,84,#1E1E1E,6.75|3.00|1.50|0.30|0.80,363,726,LEW Hennigsdorf,Commuter,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,Urbos 100 (BUD-5),Standard LRT,600V LRT (CAT|UN),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Budapest 5-section version. Acceleration is guesstimated.,13.9,1.20,1.20,55,5,10,5,6.82,2.40,75,458233,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#2B2929,5.06|2.25|1.13|0.30|0.70,275,550,CAF,LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,Urbos 100 (BUD-9),Standard LRT,600V LRT (CAT|UN),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Budapest 9-section version. Acceleration is guesstimated.,13.9,1.20,1.20,53,9,9,9,6.32,2.40,75,458233,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#FFD900,5.06|2.25|1.13|0.30|0.70,477,477,CAF,LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
FALSE,Combino Supra,Standard LRT,600V LRT (CAT|UN),,,,,55,9,9,9,6.00,2.40,75,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,,5.06|2.25|1.13|0.30|0.70,495,495,"Duewag,Siemens",LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
FALSE,TW 6000,Standard LRT,600V LRT (CAT|UN),,22.2,1.00,3.00,241,1,2,1,28.28,2.40,75,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,,5.06|2.25|1.13|0.30|0.70,241,482,"Duewag,Linke-Hofmann-Busch,AEG,Kiepe,Siemens.",LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
FALSE,T5C5,Standard LRT,600V LRT (CAT|UN),,,,,137,2,3,1,15.64,2.48,75,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,,5.06|2.25|1.13|0.30|0.70,274,411,ČKD Tatra,LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
FALSE,KCSV7,Standard LRT,600V LRT (CAT|UN),,,,,270,1,2,1,26.90,2.30,75,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,,5.06|2.25|1.13|0.30|0.70,270,540,"Ganz-MÁVAG, Ganz Electric",LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
FALSE,CSMG,Standard LRT,600V LRT (CAT|UN),,,,,229,1,2,1,26.90,2.30,75,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,,5.06|2.25|1.13|0.30|0.70,229,458,"Ganz-MÁVAG, Ganz Electric",LRT,BUD,HU,Eastern Europe,FALSE,Budapest,Hungary
TRUE,Urbos 3 (EDI),Standard LRT,750V LRT (CAT|MS),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Edinburgh version.,19.4,1.20,1.20,36,7,7,7,6.11,2.65,50,288679,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#8A0D04,6.75|3.00|1.50|0.30|0.80,252,252,CAF,LRT,"CGY, EDI","CA, UK","North America, Europe",FALSE,"Calgary, Edinburgh","Canada, United Kingdom"
TRUE,S-Tog Gen 5,Automated S-Bahn,CPH Auto S-Tog,The currently unnamed 5th Generation of rolling stock on the Copenhagen S-Tog is being designed by a Siemens-Stadler consortium. They will be fully automatic S-Tog / S-Bahn EMUs and are supposed to enter service in 2032.,33.3,1.30,1.30,105,4,12,4,14.00,3.52,180,2800762,50000,78750000,15750000,TRUE,13,FALSE,450,45,#961C27,10.13|4.50|2.25|0.30|1.00,420,1260,"Siemens,Stadler",S-Bahn,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
TRUE,9000 Series (Lima),Standard Metro,1.5kV Metro (CAT|BCN),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 9000 is a heavy metro variant built for the Lima Metro that entered service in 2016. Acceleration is guesstimated.,25.0,1.30,1.30,200,6,6,6,17.00,2.71,110,1977192,50000,75000000,15000000,FALSE,13,FALSE,500,50,#47AA42,6.75|3.00|1.50|0.30|0.80,1200,1200,Alstom,Metro,LIM,PE,South America,FALSE,Lima,Peru
TRUE,TMK 2200,Standard LRT,600V Metre LRT (CAT|MS),The TMK 2300 is a low floor articulated LRV produced by Crotram for the Zagreb tram network. It entered service in 2005. Acceleration is a guesstimate.,19.4,1.00,1.00,40,5,5,5,6.40,2.3,40,438937,55000,82500000,16500000,TRUE,6.7,FALSE,200,20,#1264AB,5.06|2.25|1.13|0.30|0.70,200,200,Crotram,LRT,ZAG,HR,Southern Europe,FALSE,Zagreb,Croatia
TRUE,DT4,Standard Metro,750V Metro (TRU|IRT),The DT4 is a subway EMU built by ABB and Alstom for the Hamburg U-Bahn that entered service in 1998.,22.2,0.63,0.63,101,4,8,4,15.07,2.58,130,1000000,62000,93000000,18750000,FALSE,13,TRUE,700,70,#005AA4,4.50|2.00|1.00|0.30|0.80,404,808,"Alstom,ABB",Metro,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,DT5,Standard Metro,750V Metro (TRU|IRT),The DT5 is a subway EMU built by Bombardier and Alstom for the Hamburg U-Bahn that entered service in 2012.,22.2,0.63,0.63,112,3,9,3,13.23,2.60,130,1193133,62000,93000000,18750000,FALSE,13,FALSE,500,50,#008B8F,4.50|2.00|1.00|0.30|0.80,336,1008,"Alstom,Bombardier",Metro,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,DT6-F,Standard Metro,750V Metro (TRU|IRT),The DT6 is a subway EMU built by Alstom for the Hamburg U-Bahn that are planned to enter service in 2028. This is the manual version for the existing U1-U4 lines. Acceleration is an estimate.,22.2,0.63,0.63,93,4,12,4,9.96,2.73,130,1823880,62000,93000000,18750000,FALSE,13,FALSE,500,50,#FFD600,4.50|2.00|1.00|0.30|0.80,372,1116,Alstom,Metro,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,DT6-A,Automated Metro,750V Auto Metro (TRA|IRT),The DT6 is a subway EMU built by Alstom for the Hamburg U-Bahn that are planned to enter service in 2028. This is the automatic version for the new U5 line. Acceleration is an estimate.,22.2,0.63,0.63,100,4,12,4,9.96,2.73,130,1823880,62000,97650000,19687500,FALSE,13,FALSE,400,40,#A86A1B,4.50|2.00|1.00|0.30|0.80,400,1200,Alstom,Metro,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,DBAG 474 (HAM),Standard S-Bahn,"1.2kV Main Line (TRS|AAR), 15-16.6 Main Line (CAT|UIC)",The Class 474 is an S-Bahn EMU built by ADtranz/Bombardier and Linke-Hoffman-Busch/Alstom for the Hamburg S-Bahn that entered service in the 1990s. Cost is an estimate,27.8,1.00,0.70,171,3,9,3,21.85,3.01,225,1750000,63000,94500000,18900000,TRUE,13,TRUE,770,77,#00962C,5.63|2.50|1.25|0.30|0.90,513,1539,"ADTranz,Siemens,Linke-Hofmann-Busch,Bombardier",S-Bahn,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,DBAG 490 (HAM),Standard S-Bahn,"1.2kV Main Line (TRS|AAR), 15-16.6 Main Line (CAT|UIC)",The Class 490 is an S-Bahn EMU built by Bombardier for the Hamburg S-Bahn that entered service in 2018. ,38.9,1.00,1.00,150,3,9,3,22.00,3.01,225,2155139,63000,94500000,18900000,TRUE,13,FALSE,550,55,#54216E,5.63|2.50|1.25|0.30|0.90,450,1350,Bombardier,S-Bahn,HAM,DE,Central Europe,FALSE,Hamburg,Germany
TRUE,Coradia LINT 27,Diesel Commuter,"EU Commuter Diesel, 15-16.6 Main Line (CAT|UIC), U.S. Commuter Diesel",The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,33.3,0.50,0.90,145,2,3,1,27.26,3.03,100,1547367,37500,56250000,11250000,TRUE,15,FALSE,800,80,#005132,8.44|3.75|1.88|0.30|0.90,290,435,Alstom,Commuter,Generic,Generic,Generic,FALSE,Generic,Generic
TRUE,Coradia LINT 41,Diesel Commuter,"EU Commuter Diesel, 15-16.6 Main Line (CAT|UIC), U.S. Commuter Diesel",The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,38.9,0.60,1.10,113,2,6,2,20.91,3.03,140,2372630,37500,56250000,11250000,TRUE,15,FALSE,800,80,#8C959A,8.44|3.75|1.88|0.30|0.90,226,678,Alstom,Commuter,"OTT, BER, CPH","CA, DE, DK","North America, Central Europe, Northern Europe",FALSE,"Ottawa, Berlin, Copenhagen","Canada, Germany, Denmark"
TRUE,Coradia LINT 54,Diesel Commuter,"EU Commuter Diesel, 15-16.6 Main Line (CAT|UIC), U.S. Commuter Diesel",The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,38.9,0.60,1.10,180,2,8,2,26.14,3.03,220,2636256,37500,56250000,11250000,TRUE,15,FALSE,800,80,#E4000F,8.44|3.75|1.88|0.30|0.90,360,1440,Alstom,Commuter,"BER, HAM","DE, DE","Central Europe, Central Europe",FALSE,"Berlin, Hamburg","Germany, Germany"
TRUE,Coradia LINT 81,Diesel Commuter,"EU Commuter Diesel, 15-16.6 Main Line (CAT|UIC), U.S. Commuter Diesel",The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,38.9,0.60,1.10,190,2,6,2,26.97,3.03,220,2636256,37500,56250000,11250000,TRUE,15,FALSE,800,80,#A3C627,8.44|3.75|1.88|0.30|0.90,380,1140,Alstom,Commuter,Generic,Generic,Generic,FALSE,Generic,Generic
TRUE,Coradia iLINT 54,Hydrogen Commuter,"EU Commuter Diesel, 15-16.6 Main Line (CAT|UIC), U.S. Commuter Diesel",The Coradia LINT is a series of Diesel (and some Hydrogen) MUs built by Alstom since 1993 that are in usage across the world. The number roughly corresponds to vehicle length. Hydrogen LINTs are called iLINT. iLINT Cost is adjusted down by 2 million for balance.,38.9,0.60,1.10,180,2,8,2,26.14,3.03,220,5908767,37500,56250000,11250000,TRUE,15,FALSE,850,85,#E41B47,8.44|3.75|1.88|0.30|0.90,360,1440,Alstom,Commuter,Generic,Generic,Generic,FALSE,Generic,Generic
TRUE,M200 (HEL),Standard Metro,750V Soviet Metro (TRU|UIC),The M200 is a metro EMU built for the Helsinki Metro by Bombardier and Alstom that entered service in the early 2000s. This is the version constrained by IRL platform size.,27.8,1.20,1.20,200,2,6,2,22.50,3.20,140,1662699,62000,93000000,18750000,FALSE,13,FALSE,500,50,#FF4400,5.63|2.50|1.25|0.30|0.90,400,1200,"Alstom,Bombardier",Metro,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,M200L (HEL),Standard Metro,750V Soviet Metro (TRU|UIC),The M200 is a metro EMU built for the Helsinki Metro by Bombardier and Alstom that entered service in the early 2000s. This is the version constrained by the train's technology itself.,27.8,1.20,1.20,200,2,12,2,22.50,3.20,285,1662699,62000,93000000,18750000,FALSE,13,FALSE,500,50,#E03B00,5.63|2.50|1.25|0.30|0.90,400,2400,"Alstom,Bombardier",Metro,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,M300 (HEL),Standard Metro,"750V Soviet Metro (TRU|UIC), 750V Soviet Auto Metro (TRU|UIC)",The M300 is a metro EMU built for the Helsinki Metro by CAF that entered service in 2016. This is the manual/automatic version with temporary cab cars. Acceleration is a guesstimate.,22.2,1.20,1.20,144,4,4,4,22.06,3.20,140,2076051,62000,93000000,18750000,FALSE,13,FALSE,500,50,#C63100,5.63|2.50|1.25|0.30|0.90,576,576,CAF,Metro,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,M300A (HEL),Automated Metro,750V Soviet Auto Metro (TRU|UIC),The M300 is a metro EMU built for the Helsinki Metro by CAF that entered service in 2016. This is the automatic version. Acceleration is a guesstimate.,22.2,1.20,1.20,144,4,4,4,22.06,3.20,140,2076051,62000,97650000,19687500,FALSE,13,FALSE,400,40,#AD2800,5.63|2.50|1.25|0.30|0.90,576,576,CAF,Metro,HEL,FI,Northern Europe,FALSE,Helsinki,Finland
TRUE,Stadler FLIRT 2,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,44.4,0.83,1.20,129,2,8,2,22.85,2.88,200,2285000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#6b0579,8.44|3.75|1.88|0.30|0.90,258,1032,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 3,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,44.4,1.19,1.20,103,3,12,3,19.53,2.88,250,1953333,50000,75000000,15000000,TRUE,15,FALSE,600,60,#53e859,8.44|3.75|1.88|0.30|0.90,309,1236,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT XL 3,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,44.4,1.19,1.20,146,3,12,3,22.53,2.88,290,2253333,50000,75000000,15000000,TRUE,15,FALSE,600,60,#e853e3,8.44|3.75|1.88|0.30|0.90,438,1752,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 4,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,44.4,1.20,1.20,115,4,16,4,18.57,2.88,330,1856650,50000,75000000,15000000,TRUE,15,FALSE,600,60,#127905,8.44|3.75|1.88|0.30|0.90,460,1840,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 5,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,55.6,0.87,1.20,99,5,15,5,18.08,2.88,330,1807560,50000,75000000,15000000,TRUE,15,FALSE,600,60,#29E179,8.44|3.75|1.88|0.30|0.90,495,1485,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT XL 5,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,55.6,0.87,1.20,132,5,15,5,21.24,2.88,330,2124000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#E12992,8.44|3.75|1.88|0.30|0.90,660,1980,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
TRUE,Stadler FLIRT 6,Standard Commuter,"25-GF Main Line (CAT|AAR), 25-GF Main Line (CAT|MW), 25-GF Main Line (CAT|UIC), 1.2kV Main Line (CAT|LSS), 15-16.6 Main Line (CAT|UIC), 1.2kV Main Line (TRS|AAR), 3kV IB Main Line (CAT|LSS)",The Stadler FLIRT is a family of EMUs used around the world since 2004. They are built to specification for various agencies but this is a generic model. The number represents the number of cars per set not IRL branding.,55.6,0.80,1.20,120,6,18,6,17.82,2.88,330,1781667,50000,75000000,15000000,TRUE,15,FALSE,600,60,#ACD13F,8.44|3.75|1.88|0.30|0.90,720,2160,Stadler,Commuter,Generic,Generic,Generic,TRUE,Generic,Generic
